sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species
SAMN09063457	Hungateiclostridium thermocellum	99.756	1515	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium thermocellum
SAMN03068687	Rhodopseudomonas palustris	99.758	1076	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
SAMD00064386	Xylanimonas cellulosilytica	99.76	186189	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica
SAMN04943348	Curvibacter sp. AEP1-3	99.76	1844971	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter sp. AEP1-3
SAMN03175440	Xanthomonas vesicatoria	99.763	56460	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas vesicatoria
SAMN02261412	Jonquetella anthropi	99.768	428712	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi
SAMN07488153	Chryseobacterium piperi	99.773	558152	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium piperi
SAMN00191235	Spirochaeta thermophila	99.779	154	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila
SAMN05216235	Salinicoccus halodurans	99.783	407035	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus halodurans
SAMN08777664	Ruegeria pomeroyi	99.789	89184	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria pomeroyi
SAMN02904571	Providencia stuartii	99.79	588	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii
SAMN00016994	Shewanella baltica	99.792	62322	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica
SAMN05967630	Nodularia spumigena	99.794	70799	Cyanobacteria		Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
SAMN03262644	Serratia marcescens	99.797	615	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
SAMN00713557	Acidithiobacillus ferrivorans	99.797	160808	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrivorans
SAMN04297299	Leifsonia xyli	99.799	1575	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli
SAMN02256538	Thiomicrospira aerophila	99.799	92245	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira aerophila
SAMEA37041418	Gluconobacter oxydans	99.804	442	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
SAMEA2248198	Chthonomonas calidirosea	99.805	454171	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea
SAMEA103954257	Candidatus Nitrospira inopinata	99.806	1715989	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Candidatus Nitrospira inopinata
SAMN06754875	Capnocytophaga sputigena	99.807	1019	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena
SAMEA3258552	Pandoraea apista	99.809	93218	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea apista
SAMN09671431	Yersinia enterocolitica	99.811	630	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica
SAMN00713578	Nitratifractor salsuginis	99.812	269261	Proteobacteria	Epsilonproteobacteria	Campylobacterales		Nitratifractor	Nitratifractor salsuginis
SAMN00103052	Parascardovia denticolens	99.813	78258	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens
SAMN02666059	Sphingobium yanoikuyae	99.815	13690	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium yanoikuyae
SAMEA4555993	Gardnerella vaginalis	99.818	2702	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
SAMN06226867	Lactococcus lactis	99.82	1358	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
SAMN02364995	Ehrlichia chaffeensis	99.822	945	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
SAMN02262084	Mannheimia haemolytica	99.83	75985	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
SAMN00001914	Chitinophaga pinensis	99.836	79329	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
SAMN04002920	Micrococcus luteus	99.839	1270	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus
SAMN00713633	Desulfotomaculum ruminis	99.839	1564	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ruminis
SAMN03893430	Paracoccus denitrificans	99.84	266	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
SAMN02744631	Candidatus Pelagibacter sp. HIMB1321	99.841	1388755	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HIMB1321
SAMN02982999	Altererythrobacter ishigakiensis	99.842	476157	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter ishigakiensis
SAMN02207450	Desulfococcus multivorans	99.848	897	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus multivorans
SAMN00779242	Odoribacter splanchnicus	99.848	28118	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus
SAMN08458216	Nocardia cyriacigeorgica	99.848	135487	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica
SAMN02232049	Rivularia sp. PCC 7116	99.848	373994	Cyanobacteria		Nostocales	Rivulariaceae	Rivularia	Rivularia sp. PCC 7116
SAMN07431401	Kineococcus radiotolerans	99.849	131568	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans
SAMN00713602	Marinithermus hydrothermalis	99.853	186192	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	Marinithermus hydrothermalis
SAMN02441730	Martelella mediterranea	99.855	293089	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella	Martelella mediterranea
SAMN08125769	Nonlabens sp. MB-3u-79	99.857	2058134	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp. MB-3u-79
SAMN09505630	Hydrogenobaculum sp. Y04AAS1	99.858	380749	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. Y04AAS1
SAMEA3982759	Tumebacillus algifaecis	99.861	1214604	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus algifaecis
SAMN05296518	Candidatus Nanopelagicus abundans	99.861	1884916	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Nanopelagicus	Candidatus Nanopelagicus abundans
SAMN09004573	Neisseria gonorrhoeae	99.864	485	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae
SAMN05660666	Novosphingobium aromaticivorans	99.866	48935	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans
SAMN02194519	Brevibacillus laterosporus	99.869	1465	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
SAMN00713628	Methylomonas methanica	99.87	421	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas methanica
SAMN04263499	Paeniclostridium sordellii	99.87	1505	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
SAMN00808754	Thermanaeromonas toyohensis	99.878	161154	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermanaeromonas	Thermanaeromonas toyohensis
SAMN02232018	Echinicola vietnamensis	99.881	390884	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola vietnamensis
SAMN06049048	Flavobacterium johnsoniae	99.882	986	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
SAMN06173342	Oligella urethralis	99.882	90245	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	Oligella urethralis
